id,category,type_tag,keyword,snippet,variant,temperature,raw,score,reasons,actionable_advice,valid_json,validation_error
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,base,0.1,"{
""score"": 60,
""reasons"": [
""Keyword stuffing detected: repeated use of the target keyword \""娛
    





",,,,False,"Unbalanced braces in model output: '{\n""score"": 60,\n""reasons"": [\n""Keyword stuffing detected: repeated use of the target keyword \\""娛\n    \n\n\n\n\n\n'"
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,base,0.7,"{
""score"": 60,
""reasons"": [
""Keyword stuffing: repeated use of the target keyword \""娛 
 
",,,,False,"Unbalanced braces in model output: '{\n""score"": 60,\n""reasons"": [\n""Keyword stuffing: repeated use of the target keyword \\""娛 \r\n \r\n'"
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,base,1.0,"{
""score"": 60,
""reasons"": [
""Keyword stuffing: repeated use of the target keyword \""娛     ",,,,False,"Unbalanced braces in model output: '{\n""score"": 60,\n""reasons"": [\n""Keyword stuffing: repeated use of the target keyword \\""娛\r \r \r \r \r \r\r'"
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,finetuned,0.1,"{""score"": 80, ""reasons"": [""Specific, actionable steps (not just a generic \""claim\"" pattern) — a real, verifiable process (not a vague \""how to get a bonus\"" pattern)."", ""Correctly flags a real, specific compliance risk (multiple accounts) — a genuine, accurate YMYL signal.""], ""actionable_advice"": ""Add a specific, real example bonus amount (e.g. \""HK$500\"" — a concrete, verifiable figure) to make the process concrete and actionable.""}",80.0,"['Specific, actionable steps (not just a generic ""claim"" pattern) — a real, verifiable process (not a vague ""how to get a bonus"" pattern).', 'Correctly flags a real, specific compliance risk (multiple accounts) — a genuine, accurate YMYL signal.']","Add a specific, real example bonus amount (e.g. ""HK$500"" — a concrete, verifiable figure) to make the process concrete and actionable.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,finetuned,0.7,"{""score"": 80, ""reasons"": [""Specific, step-by-step instructions for a real, actionable process (check-in/cashout pattern) — a genuinely useful, accurate, and verifiable pattern that a reader could actually follow. Correctly flags a real, verifiable YMYL compliance issue (multi-accounting) that a reader could actually act on in a way that causes real harm if they do not check the actual terms (not just a vague warning).""], ""actionable_advice"": ""Add a concrete, specific, verifiable example of what the actual terms are (e.g. a real account number or an actual operator name) to make this a fully actionable, verifiable pattern (not just a generic warning).""}",80.0,"['Specific, step-by-step instructions for a real, actionable process (check-in/cashout pattern) — a genuinely useful, accurate, and verifiable pattern that a reader could actually follow. Correctly flags a real, verifiable YMYL compliance issue (multi-accounting) that a reader could actually act on in a way that causes real harm if they do not check the actual terms (not just a vague warning).']","Add a concrete, specific, verifiable example of what the actual terms are (e.g. a real account number or an actual operator name) to make this a fully actionable, verifiable pattern (not just a generic warning).",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,finetuned,1.0,"{""score"": 85, ""reasons"": [""Specific, accurate steps for a real, verifiable process — no misinformation or vague direction. Actual steps can be a rare YML-compliant YMYL signal (B2, B19) — a very practical, low-risk signal a reader can actually use. Directly actionable content pattern (B4, B6).""], ""actionable_advice"": ""Consider adding a clear, real, and verifiable platform/example (even a named platform) — a specific, named entity to anchor these concrete steps to actual content (YML, EEAT) rather than a generic pattern.""}",85.0,"['Specific, accurate steps for a real, verifiable process — no misinformation or vague direction. Actual steps can be a rare YML-compliant YMYL signal (B2, B19) — a very practical, low-risk signal a reader can actually use. Directly actionable content pattern (B4, B6).']","Consider adding a clear, real, and verifiable platform/example (even a named platform) — a specific, named entity to anchor these concrete steps to actual content (YML, EEAT) rather than a generic pattern.",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,base,0.1,"{
""score"": 20,
""reasons"": [
""Keyword stuffing: repeated exact-match keyword use with no informational value ('娛",,,,False,"Unbalanced braces in model output: '{\n""score"": 20,\n""reasons"": [\n""Keyword stuffing: repeated exact-match keyword use with no informational value (\'娛\r\r\r\r\r\r\r\r\r\r\r\r'"
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,base,0.7,"{
""score"": 0,
""reasons"": [
""Keyword stuffing: the content repeatedly uses the target keyword '娛	
		
							",,,,False,"Unbalanced braces in model output: '{\n""score"": 0,\n""reasons"": [\n""Keyword stuffing: the content repeatedly uses the target keyword \'娛\t\n\t\t\n\t\t\t\t\t\t\t'"
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,base,1.0,"{
  ""score"": 20,
  ""reasons"": [
    ""The content makes an unsubstantiated claim about the ranking algorithm, specifically that content length is the only standard for ranking. This goes against the verified knowledge of multiple reputable sources, including official Google statements and industry experts' opinions on content quality as a ranking factor. The claim '字數多寡			     				",,,,False,"Unbalanced braces in model output: '{\n  ""score"": 20,\n  ""reasons"": [\n    ""The content makes an unsubstantiated claim about the ranking algorithm, specifically that content length is the only standard for ranking. This goes against the verified knowledge of multiple reputable sources, including official Google statements and industry experts\' opinions on content quality as a ranking factor. The claim \'字數多寡\t\t\t     \t\t\t\t'"
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,finetuned,0.1,"{""score"": 0, ""reasons"": [""This is a flat-out false claim about a ranking algorithm — Google has repeatedly and publicly denied that word count is a ranking signal, and it's not a ranking factor in any real-world scenario (not even a trivial one)."", ""This is a YMYL red flag: a reader who acts on this claim (e.g., writing a 10,000-word article in a desperate attempt to rank) will waste their time and potentially harm their site's credibility with a low-quality, artificially inflated article.""], ""actionable_advice"": ""Replace with a correct, verifiable ranking factor (e.g., high-quality, unique content that genuinely answers a user's question) and a genuine, accurate ranking signal (e.g., a real Google Webmaster Guidelines passage).""}",0.0,"[""This is a flat-out false claim about a ranking algorithm — Google has repeatedly and publicly denied that word count is a ranking signal, and it's not a ranking factor in any real-world scenario (not even a trivial one)."", ""This is a YMYL red flag: a reader who acts on this claim (e.g., writing a 10,000-word article in a desperate attempt to rank) will waste their time and potentially harm their site's credibility with a low-quality, artificially inflated article.""]","Replace with a correct, verifiable ranking factor (e.g., high-quality, unique content that genuinely answers a user's question) and a genuine, accurate ranking signal (e.g., a real Google Webmaster Guidelines passage).",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,finetuned,0.7,"{""score"": 0, ""reasons"": [""This is a hard fact-check fail — RankBrain does not use word count as a ranking signal, and this claim is categorically false (multiple authoritative sources, including official Google documentation).""], ""actionable_advice"": ""Delete this claim entirely and replace with accurate, verifiable information (e.g. Google's official word on its algorithm factors, with citations).""}",0.0,"['This is a hard fact-check fail — RankBrain does not use word count as a ranking signal, and this claim is categorically false (multiple authoritative sources, including official Google documentation).']","Delete this claim entirely and replace with accurate, verifiable information (e.g. Google's official word on its algorithm factors, with citations).",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,finetuned,1.0,"{""score"": 20, ""reasons"": [""This claim is false and directly harmful: the ranking-mechanics claim is a flat-out myth (no real authority in the field verifies this), and the word count threshold is completely bogus. The correct advice in this category would be to focus on quality content, not quantity — a pattern that's YMYL-compromising in this context, as it tells readers to produce low-quality, padded content to game the algorithm.""], ""actionable_advice"": ""Remove the specific ranking claim and replace it with a verified, accurate ranking-factors overview that actually helps the reader.""}",20.0,"[""This claim is false and directly harmful: the ranking-mechanics claim is a flat-out myth (no real authority in the field verifies this), and the word count threshold is completely bogus. The correct advice in this category would be to focus on quality content, not quantity — a pattern that's YMYL-compromising in this context, as it tells readers to produce low-quality, padded content to game the algorithm.""]","Remove the specific ranking claim and replace it with a verified, accurate ranking-factors overview that actually helps the reader.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,base,0.1,"{
""score"": 60,
""reasons"": [
""Keyword stuffing detected: repeated use of the target keyword '二胎房貸風險' without adding any informational value to the content. The text primarily focuses on the legal consequence of not clearing the debt, but the keyword is used excessively to manipulate search engine rankings. (EEAT principle: lack of genuine first-hand Experience or Expertise in discussing the topic)."",
""The content does not provide a clear explanation of the legal consequence mentioned in the first sentence. The reader is left with a vague understanding of the situation, which may lead to confusion or misinformation. (YMYL risk: potential for readers to act on the content without fully understanding the legal implications).""
],
""actionable_advice"": ""To improve the content, consider adding more context and explanations to the legal consequence mentioned in the first sentence. Also, avoid keyword stuffing by incorporating the target keyword naturally and providing more value to the reader. Verify the accuracy of the information provided and ensure that the content is clear and concise for the reader's understanding.""}",60.0,"[""Keyword stuffing detected: repeated use of the target keyword '二胎房貸風險' without adding any informational value to the content. The text primarily focuses on the legal consequence of not clearing the debt, but the keyword is used excessively to manipulate search engine rankings. (EEAT principle: lack of genuine first-hand Experience or Expertise in discussing the topic)."", 'The content does not provide a clear explanation of the legal consequence mentioned in the first sentence. The reader is left with a vague understanding of the situation, which may lead to confusion or misinformation. (YMYL risk: potential for readers to act on the content without fully understanding the legal implications).']","To improve the content, consider adding more context and explanations to the legal consequence mentioned in the first sentence. Also, avoid keyword stuffing by incorporating the target keyword naturally and providing more value to the reader. Verify the accuracy of the information provided and ensure that the content is clear and concise for the reader's understanding.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,base,0.7,"{
""score"": 60,
""reasons"": [
""Keyword stuffing detected: repeated use of the target keyword \""二胎房貸風險\"" without adding any informational value to the text, suggesting a focus on search engine optimization rather than providing genuine value to readers"",
""YMYL risk flagged: the content asserts a legal consequence without providing any context or explanation, which may lead readers to act on the information without fully understanding the implications"",
""Lack of EEAT signals: the text does not demonstrate genuine first-hand experience or expertise on the topic, relying instead on a legal citation without providing any additional context or insights""
],
""actionable_advice"": ""To improve the content, provide more context and explanation around the legal consequences mentioned, and consider adding more diverse language to avoid keyword stuffing. Additionally, consider providing more EEAT signals, such as specific examples or expert opinions, to demonstrate expertise and authority on the topic.""}",60.0,"['Keyword stuffing detected: repeated use of the target keyword ""二胎房貸風險"" without adding any informational value to the text, suggesting a focus on search engine optimization rather than providing genuine value to readers', 'YMYL risk flagged: the content asserts a legal consequence without providing any context or explanation, which may lead readers to act on the information without fully understanding the implications', 'Lack of EEAT signals: the text does not demonstrate genuine first-hand experience or expertise on the topic, relying instead on a legal citation without providing any additional context or insights']","To improve the content, provide more context and explanation around the legal consequences mentioned, and consider adding more diverse language to avoid keyword stuffing. Additionally, consider providing more EEAT signals, such as specific examples or expert opinions, to demonstrate expertise and authority on the topic.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,base,1.0,"{
""score"": 60,
""reasons"": [
""Keyword stuffing: repeated exact-match keyword use with no informational value: \""二胎房貸風險\"""",
""Lack of specific, verifiable evidence to back up claims: \""民法第 873 條規定\"""",
""Inadequate verification of SEO claims: failed to confirm whether the claim about the legal consequences of requesting a second mortgage is accurate"",
""Failure to provide actionable advice on improving the content: no concrete suggestions for addressing the identified issues""
],
""actionable_advice"": ""Provide more specific, verifiable evidence to support the claims made in the content. Verify the accuracy of the legal information provided and ensure it is properly cited. Consider including more concrete, actionable advice on how to improve the content and address the identified issues.""}",60.0,"['Keyword stuffing: repeated exact-match keyword use with no informational value: ""二胎房貸風險""', 'Lack of specific, verifiable evidence to back up claims: ""民法第 873 條規定""', 'Inadequate verification of SEO claims: failed to confirm whether the claim about the legal consequences of requesting a second mortgage is accurate', 'Failure to provide actionable advice on improving the content: no concrete suggestions for addressing the identified issues']","Provide more specific, verifiable evidence to support the claims made in the content. Verify the accuracy of the legal information provided and ensure it is properly cited. Consider including more concrete, actionable advice on how to improve the content and address the identified issues.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,finetuned,0.1,"{""score"": 90, ""reasons"": [""Specifically cites a real, verifiable Taiwanese law (民法第 873 條) rather than a generic \""mortgage risk\"" claim — a concrete, actionable fact-checkable detail rather than a vague warning pattern. Correctly frames the legal consequence (court-ordered auction) rather than a generic \""risk\"" claim that doesn't explain what that means in practice (B7, B19).""], ""actionable_advice"": ""Add a brief, concrete example of what this means in practice (e.g. a specific scenario where this would apply) to make the content more actionable and concrete (B7, B19).""}",90.0,"['Specifically cites a real, verifiable Taiwanese law (民法第 873 條) rather than a generic ""mortgage risk"" claim — a concrete, actionable fact-checkable detail rather than a vague warning pattern. Correctly frames the legal consequence (court-ordered auction) rather than a generic ""risk"" claim that doesn\'t explain what that means in practice (B7, B19).']","Add a brief, concrete example of what this means in practice (e.g. a specific scenario where this would apply) to make the content more actionable and concrete (B7, B19).",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,finetuned,0.7,"{""score"": 95, ""reasons"": [""Accurate, verifiable, and specific: a real legal code reference (Taiwan's Civil Code, Article 873) with concrete implications (the legal consequence of non-repayment, a specific court action) — not a vague, general claim about mortgage risks. The legal context is accurately stated, with a specific reference (not just a generic \""know this before applying\"" claim)."", ""No promotional or commercial language (no \""must-know before applying\"" framing) — purely factual, verifiable information in a real legal context.""], ""actionable_advice"": ""None — this content is accurate, complete, and well-referenced. No additional information or context is needed.""}",95.0,"['Accurate, verifiable, and specific: a real legal code reference (Taiwan\'s Civil Code, Article 873) with concrete implications (the legal consequence of non-repayment, a specific court action) — not a vague, general claim about mortgage risks. The legal context is accurately stated, with a specific reference (not just a generic ""know this before applying"" claim).', 'No promotional or commercial language (no ""must-know before applying"" framing) — purely factual, verifiable information in a real legal context.']","None — this content is accurate, complete, and well-referenced. No additional information or context is needed.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,finetuned,1.0,"{""score"": 90, ""reasons"": [""Specifically names and cites a real, concrete Taiwanese law (民法 873) rather than abstractly referring to 'the relevant law' or not citing at all — this has real concrete applicability and verifiability, even outside the specific jurisdiction (B19, B19.1).""], ""actionable_advice"": ""None: this is a perfectly accurate, verifiable, YMYL-compliant real-world fact with concrete relevance.""}",90.0,"[""Specifically names and cites a real, concrete Taiwanese law (民法 873) rather than abstractly referring to 'the relevant law' or not citing at all — this has real concrete applicability and verifiability, even outside the specific jurisdiction (B19, B19.1).""]","None: this is a perfectly accurate, verifiable, YMYL-compliant real-world fact with concrete relevance.",True,
