id,category,type_tag,keyword,snippet,variant,temperature,raw,score,reasons,actionable_advice,valid_json,validation_error
14,Mortgage,B-ymyl-overclaim,二胎房貸風險,房貸二胎沒風險啦！反正房子在那裡，債務隨便還都可以，銀行不會隨便拍賣你的房子的，這點大可放心申請。,base,1.0,"{
""score"": 20,
""reasons"": [
""Unclear guarantee of no-risk in housing loan"",
""Lack of transparency on potential debt burden"",
""Unrealistic claim about bank's unwillingness to auction off property"",
""Failed to provide specific details on debt repayment"",
""Informative value of repeated keyword '二胎房貸風險' is low""
],
""actionable_advice"": ""Provide clear and transparent information about potential risks and debt burden, avoid making unrealistic claims, and consider adding specific details on debt repayment and risk management.""
}",20.0,"['Unclear guarantee of no-risk in housing loan', 'Lack of transparency on potential debt burden', ""Unrealistic claim about bank's unwillingness to auction off property"", 'Failed to provide specific details on debt repayment', ""Informative value of repeated keyword '二胎房貸風險' is low""]","Provide clear and transparent information about potential risks and debt burden, avoid making unrealistic claims, and consider adding specific details on debt repayment and risk management.",True,
14,Mortgage,B-ymyl-overclaim,二胎房貸風險,房貸二胎沒風險啦！反正房子在那裡，債務隨便還都可以，銀行不會隨便拍賣你的房子的，這點大可放心申請。,finetuned,0.1,"{""score"": 0, ""reasons"": [""This is a false, dangerous claim: a lender will not hesitate to seize and sell a borrower's collateral (here, a second home) to recover a debt — this is a standard foreclosure process, not a rare exception."", ""This is a YMYL red flag: a reader acting on this claim could suffer real financial harm (foreclosure, credit damage) if they rely on it and a lender does seize their property.""], ""actionable_advice"": ""Replace with accurate, verifiable information: a second mortgage is a high-risk, high-consequence loan product that should be approached with extreme caution, not a risk-free option.""}",0.0,"[""This is a false, dangerous claim: a lender will not hesitate to seize and sell a borrower's collateral (here, a second home) to recover a debt — this is a standard foreclosure process, not a rare exception."", 'This is a YMYL red flag: a reader acting on this claim could suffer real financial harm (foreclosure, credit damage) if they rely on it and a lender does seize their property.']","Replace with accurate, verifiable information: a second mortgage is a high-risk, high-consequence loan product that should be approached with extreme caution, not a risk-free option.",True,
14,Mortgage,B-ymyl-overclaim,二胎房貸風險,房貸二胎沒風險啦！反正房子在那裡，債務隨便還都可以，銀行不會隨便拍賣你的房子的，這點大可放心申請。,finetuned,0.7,"{""score"": 10, ""reasons"": [""This claim is factually false: a second mortgage (\""二胎房貸\"") is a high-risk lending product — it's not a \""no-risk\"" loan. The bank can seize the property and sell it to recover the debt, even if it's the borrower's primary residence, not just a secondary property. This is not a \""bank won't seize your home\"" claim, but a specific, accurate risk warning (which is a YMYL compliance issue if omitted or downplayed)."", ""This pattern is also a compliance flag because it's an unqualified, unconditional endorsement (no caveats, no risk disclosure) — not a balanced, accurate risk description with proper context (YMYL compliance principle 3, B2).""], ""actionable_advice"": ""Replace with a balanced, accurate risk description (e.g. a correct, factual explanation of the second mortgage risk profile, with proper context and a responsible tone) — not a false, unconditional claim.""}",10.0,"['This claim is factually false: a second mortgage (""二胎房貸"") is a high-risk lending product — it\'s not a ""no-risk"" loan. The bank can seize the property and sell it to recover the debt, even if it\'s the borrower\'s primary residence, not just a secondary property. This is not a ""bank won\'t seize your home"" claim, but a specific, accurate risk warning (which is a YMYL compliance issue if omitted or downplayed).', ""This pattern is also a compliance flag because it's an unqualified, unconditional endorsement (no caveats, no risk disclosure) — not a balanced, accurate risk description with proper context (YMYL compliance principle 3, B2).""]","Replace with a balanced, accurate risk description (e.g. a correct, factual explanation of the second mortgage risk profile, with proper context and a responsible tone) — not a false, unconditional claim.",True,
14,Mortgage,B-ymyl-overclaim,二胎房貸風險,房貸二胎沒風險啦！反正房子在那裡，債務隨便還都可以，銀行不會隨便拍賣你的房子的，這點大可放心申請。,finetuned,1.0,"{""score"": 5, ""reasons"": [""This text asserts a flat, false safety claim (emphatic \""no risk\"" language) — a category flag for serious, real-world financial harm risk."", ""No qualification, no real-world correction to soften the overstatement."", ""Not a correct or accurate claim: a real mortgage lender can (and will) foreclose and seize collateral (including a second property) — this is a common, real, YMYL harm scenario.""], ""actionable_advice"": ""Correctly flag as a category-flagging, YMYL-harm-risk violation, and add a clear, accurate, qualified correction to accurately frame the real risk.""}",5.0,"['This text asserts a flat, false safety claim (emphatic ""no risk"" language) — a category flag for serious, real-world financial harm risk.', 'No qualification, no real-world correction to soften the overstatement.', 'Not a correct or accurate claim: a real mortgage lender can (and will) foreclose and seize collateral (including a second property) — this is a common, real, YMYL harm scenario.']","Correctly flag as a category-flagging, YMYL-harm-risk violation, and add a clear, accurate, qualified correction to accurately frame the real risk.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,base,0.1,"{
""score"": 60,
""reasons"": [
""Keyword stuffing detected: repeated use of the target keyword \""娛樂城優惠\"" without adding any informational value."",
""The content lacks specific, verifiable details about the experience or expertise behind the offered '體驗金' (experience money)."",
""The claim '多重帳號領取會被封號' (multiple account registration will be banned) is not verified and may be an SEO tactic rather than a genuine warning.""
],
""actionable_advice"": ""Improve the content by providing specific examples of the experience or expertise behind the offered '體驗金', and verify the claim about account registration being banned.""
}",60.0,"['Keyword stuffing detected: repeated use of the target keyword ""娛樂城優惠"" without adding any informational value.', ""The content lacks specific, verifiable details about the experience or expertise behind the offered '體驗金' (experience money)."", ""The claim '多重帳號領取會被封號' (multiple account registration will be banned) is not verified and may be an SEO tactic rather than a genuine warning.""]","Improve the content by providing specific examples of the experience or expertise behind the offered '體驗金', and verify the claim about account registration being banned.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,base,0.7,"{
""score"": 60,
""reasons"": [
""Keyword stuffing detected: repeated use of exact-match keywords '娛樂城優惠' without informational value."",
""EEAT signals lacking: no specific, hard-to-fabricate detail or accurate, verifiable specifics provided."",
""YMYL risk flagged: potential for readers to act on the content in a way that causes financial harm (e.g., creating multiple accounts)."",
""Claim verification failed: the content asserts the existence of a '體驗金' without providing evidence or credible sources.""
],
""actionable_advice"": ""Improve content by providing specific, verifiable information and avoiding keyword stuffing. Verify claims and provide credible sources to establish trust.""
}",60.0,"[""Keyword stuffing detected: repeated use of exact-match keywords '娛樂城優惠' without informational value."", 'EEAT signals lacking: no specific, hard-to-fabricate detail or accurate, verifiable specifics provided.', 'YMYL risk flagged: potential for readers to act on the content in a way that causes financial harm (e.g., creating multiple accounts).', ""Claim verification failed: the content asserts the existence of a '體驗金' without providing evidence or credible sources.""]","Improve content by providing specific, verifiable information and avoiding keyword stuffing. Verify claims and provide credible sources to establish trust.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,base,1.0,"{""score"": 60, ""reasons"": [""The content snippet claims to offer a '體驗金' (experience gold) without explicitly stating what the experience is or how it's achieved, making it unclear what readers are getting."", ""The use of '聯繫客服' (contact customer service) as a necessary step for receiving the experience gold is unhelpful and potentially raises suspicions about the authenticity of the offer.""], ""actionable_advice"": ""Provide a clear explanation of what the experience gold is, and ensure that it's obtainable without relying on customer service interactions.""}",60.0,"[""The content snippet claims to offer a '體驗金' (experience gold) without explicitly stating what the experience is or how it's achieved, making it unclear what readers are getting."", ""The use of '聯繫客服' (contact customer service) as a necessary step for receiving the experience gold is unhelpful and potentially raises suspicions about the authenticity of the offer.""]","Provide a clear explanation of what the experience gold is, and ensure that it's obtainable without relying on customer service interactions.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,finetuned,0.1,"{""score"": 80, ""reasons"": [""Specific, step-by-step instructions (not just a checklist) — a genuinely useful, actionable guide."", ""Correctly flags a real, specific compliance risk (multiple accounts) — a responsible, accurate warning.""], ""actionable_advice"": ""Add a brief, concrete example (e.g. a specific bonus amount) to make the guide more concrete and immediately useful.""}",80.0,"['Specific, step-by-step instructions (not just a checklist) — a genuinely useful, actionable guide.', 'Correctly flags a real, specific compliance risk (multiple accounts) — a responsible, accurate warning.']","Add a brief, concrete example (e.g. a specific bonus amount) to make the guide more concrete and immediately useful.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,finetuned,0.7,"{""score"": 82, ""reasons"": [""Accurately states the exact steps for a real, legitimate promotion (specific, verifiable — a reader can actually follow these steps)."", ""Flags a specific, real enforcement detail (multiple accounts = account closure) — a genuine, correct, verifiable fact, not a generic warning or blanket prohibition.""], ""actionable_advice"": ""Add a specific, concrete example of what the experience reward actually is (amount, game type, etc.) to make this content more actionable and concrete, not just a generic step-by-step.""}",82.0,"['Accurately states the exact steps for a real, legitimate promotion (specific, verifiable — a reader can actually follow these steps).', 'Flags a specific, real enforcement detail (multiple accounts = account closure) — a genuine, correct, verifiable fact, not a generic warning or blanket prohibition.']","Add a specific, concrete example of what the experience reward actually is (amount, game type, etc.) to make this content more actionable and concrete, not just a generic step-by-step.",True,
15,Casino,A-legitimate,娛樂城優惠,娛樂城優惠領取教學：1.註冊帳號 2.完成實名認證 3.聯繫客服領取體驗金。注意：多重帳號領取會被封號。,finetuned,1.0,"{""score"": 85, ""reasons"": [""Correctly identifies actual steps for a specific real-world sign-up bonus scenario (step 1, real-name verification, contacting support). Real, verifiable, actionable steps."", ""No unverifiable claims or generic marketing boilerplate (no fake \""guaranteed deposit match\"" claim without context) — purely practical, accurate guidance.""], ""actionable_advice"": ""Add the specific bonus amount (if known) to make it more actionable, concrete guidance (e.g. specific real figure rather than a generic \""get a bonus\"" pattern).""}",85.0,"['Correctly identifies actual steps for a specific real-world sign-up bonus scenario (step 1, real-name verification, contacting support). Real, verifiable, actionable steps.', 'No unverifiable claims or generic marketing boilerplate (no fake ""guaranteed deposit match"" claim without context) — purely practical, accurate guidance.']","Add the specific bonus amount (if known) to make it more actionable, concrete guidance (e.g. specific real figure rather than a generic ""get a bonus"" pattern).",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,base,0.1,"{
""score"": 20,
""reasons"": [
""Keyword stuffing: repeated exact-match keyword use with no informational value ('娛樂城推薦' appears multiple times without providing any meaningful information)"",
""Claim not verified: the content asserts that the number of words is the only ranking standard in Google RankBrain, which is not supported by credible sources"",
""EEAT signals lacking: no specific, hard-to-fabricate detail or accurate, verifiable specifics are provided to demonstrate expertise or experience""
],
""actionable_advice"": ""Improve the content by providing more specific and verifiable information about the ranking factors, and avoid keyword stuffing. Consider adding credible sources to support the claims made.""
}",20.0,"[""Keyword stuffing: repeated exact-match keyword use with no informational value ('娛樂城推薦' appears multiple times without providing any meaningful information)"", 'Claim not verified: the content asserts that the number of words is the only ranking standard in Google RankBrain, which is not supported by credible sources', 'EEAT signals lacking: no specific, hard-to-fabricate detail or accurate, verifiable specifics are provided to demonstrate expertise or experience']","Improve the content by providing more specific and verifiable information about the ranking factors, and avoid keyword stuffing. Consider adding credible sources to support the claims made.",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,base,0.7,"{
""score"": 0,
""reasons"": [
""Keyword stuffing: repeated exact-match keyword use ('娛樂城推薦') with no informational value."",
""Unsubstantiated claim: '內容的字數多寡是唯一的排名標準' is not supported by reliable sources."",
""Promotional tone: the content presents itself as a definitive guide, but lacks credible evidence."",
""YMYL risk: the claim '一定能排到第一頁' implies a guarantee, which is misleading and potentially harmful to readers."",
""Lack of EEAT signals: no specific, hard-to-fabricate detail or accurate, verifiable specifics are provided to support the claim.""
],
""actionable_advice"": ""Improve the content by providing credible sources to support claims, avoiding keyword stuffing, and toning down promotional language.""
}",0.0,"[""Keyword stuffing: repeated exact-match keyword use ('娛樂城推薦') with no informational value."", ""Unsubstantiated claim: '內容的字數多寡是唯一的排名標準' is not supported by reliable sources."", 'Promotional tone: the content presents itself as a definitive guide, but lacks credible evidence.', ""YMYL risk: the claim '一定能排到第一頁' implies a guarantee, which is misleading and potentially harmful to readers."", 'Lack of EEAT signals: no specific, hard-to-fabricate detail or accurate, verifiable specifics are provided to support the claim.']","Improve the content by providing credible sources to support claims, avoiding keyword stuffing, and toning down promotional language.",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,base,1.0,"{
""score"": 25,
""reasons"": [
""Keyword stuffing: repeated use of \""內容的字數多寡\"" and related phrases without adding value to the content."",
""EEAT: lack of first-hand experience or expertise demonstrated in the content; assertions are made without backing."",
""YMYL risk: the content makes claims about ranking mechanisms and guarantees without verification or qualification."",
""Lack of context: the statement '不論內容品質' is unclear and may be misleading."",
""Inaccurate information: the claim '字數超過一萬字' is a poor predictor of ranking, and the algorithm is more complex than this oversimplification.""
],
""actionable_advice"": ""Improve the content by providing specific examples of expertise, citing credible sources, and verifying claims about ranking mechanisms. Provide clear context and consider the reader's needs.""
}",25.0,"['Keyword stuffing: repeated use of ""內容的字數多寡"" and related phrases without adding value to the content.', 'EEAT: lack of first-hand experience or expertise demonstrated in the content; assertions are made without backing.', 'YMYL risk: the content makes claims about ranking mechanisms and guarantees without verification or qualification.', ""Lack of context: the statement '不論內容品質' is unclear and may be misleading."", ""Inaccurate information: the claim '字數超過一萬字' is a poor predictor of ranking, and the algorithm is more complex than this oversimplification.""]","Improve the content by providing specific examples of expertise, citing credible sources, and verifying claims about ranking mechanisms. Provide clear context and consider the reader's needs.",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,finetuned,0.1,"{""score"": 0, ""reasons"": [""This is a flat-out false claim about a ranking algorithm — Google has repeatedly and publicly denied that word count is a ranking signal, and this is a pattern that has been debunked multiple times in official guidance and by actual ranking data.""], ""actionable_advice"": ""Remove this claim entirely and replace with accurate, verifiable information about actual ranking factors (e.g. relevance, user experience, content quality) — this is a YMYL compliance flag and a direct ranking harm.""}",0.0,"['This is a flat-out false claim about a ranking algorithm — Google has repeatedly and publicly denied that word count is a ranking signal, and this is a pattern that has been debunked multiple times in official guidance and by actual ranking data.']","Remove this claim entirely and replace with accurate, verifiable information about actual ranking factors (e.g. relevance, user experience, content quality) — this is a YMYL compliance flag and a direct ranking harm.",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,finetuned,0.7,"{""score"": 0, ""reasons"": [""This is a verifiably false claim about Google's algorithm — Google explicitly denies this (Source: Google's official algorithm documentation, multiple public statements from ranking experts)."", ""No content length can guarantee ranking in the first position, regardless of quality (it's a ranking target, not a guarantee).""], ""actionable_advice"": ""Replace with accurate, verifiable information about ranking factors (e.g. relevance, user experience, authority signals) — this content pattern is a direct harm to readers' understanding of actual ranking mechanics.""}",0.0,"[""This is a verifiably false claim about Google's algorithm — Google explicitly denies this (Source: Google's official algorithm documentation, multiple public statements from ranking experts)."", ""No content length can guarantee ranking in the first position, regardless of quality (it's a ranking target, not a guarantee).""]","Replace with accurate, verifiable information about ranking factors (e.g. relevance, user experience, authority signals) — this content pattern is a direct harm to readers' understanding of actual ranking mechanics.",True,
19,Casino,C-planted-false-theory,娛樂城推薦,在 Google RankBrain 演算法中，內容的字數多寡是唯一的排名標準。只要字數超過一萬字，不論內容品質，一定能排到第一頁。,finetuned,1.0,"{""score"": 10, ""reasons"": [""Incorrect and out-of-date. Google does not have a single ranking standard based on word count. This is a widespread misconception that has been consistently debunked by official Google guidelines and multiple high-authority sources (e.g. Moz, Ahrefs, Google's own Webmaster Guidelines) — no authoritative reference for this claim can be found, and it directly contradicts known ranking signals and guidelines."", ""This is a classic — a completely false, outdated, and directly harmful ranking myth that would mislead a reader into writing low-quality, spammy, or otherwise unrankable content.""], ""actionable_advice"": ""Remove this content entirely; it's not only false but directly harmful to a reader's content quality and ranking chances. Replace with accurate, verified, and up-to-date ranking guidance — e.g. actual ranking signals and guidelines (e.g. relevance, user experience, content quality and authority) — to provide accurate and actionable information.""}",10.0,"[""Incorrect and out-of-date. Google does not have a single ranking standard based on word count. This is a widespread misconception that has been consistently debunked by official Google guidelines and multiple high-authority sources (e.g. Moz, Ahrefs, Google's own Webmaster Guidelines) — no authoritative reference for this claim can be found, and it directly contradicts known ranking signals and guidelines."", 'This is a classic — a completely false, outdated, and directly harmful ranking myth that would mislead a reader into writing low-quality, spammy, or otherwise unrankable content.']","Remove this content entirely; it's not only false but directly harmful to a reader's content quality and ranking chances. Replace with accurate, verified, and up-to-date ranking guidance — e.g. actual ranking signals and guidelines (e.g. relevance, user experience, content quality and authority) — to provide accurate and actionable information.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,base,0.1,"{
""score"": 60,
""reasons"": [
""Keyword stuffing detected: repeated use of the target keyword '二胎房貸風險' without providing any meaningful information."",
""The content does not demonstrate genuine first-hand Experience or Expertise in the topic, as it only quotes a specific law (民法第 873 條) without providing any context or analysis."",
""The content does not provide any actionable advice or takeaways for the reader, making it seem like a mere information dump.""
],
""actionable_advice"": ""To improve the content, consider adding more context and analysis around the law (民法第 873 條) and providing actionable takeaways for the reader. Additionally, avoid keyword stuffing and focus on providing valuable information.""
}",60.0,"[""Keyword stuffing detected: repeated use of the target keyword '二胎房貸風險' without providing any meaningful information."", 'The content does not demonstrate genuine first-hand Experience or Expertise in the topic, as it only quotes a specific law (民法第 873 條) without providing any context or analysis.', 'The content does not provide any actionable advice or takeaways for the reader, making it seem like a mere information dump.']","To improve the content, consider adding more context and analysis around the law (民法第 873 條) and providing actionable takeaways for the reader. Additionally, avoid keyword stuffing and focus on providing valuable information.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,base,0.7,"{""score"": 85, ""reasons"": [""The content provides specific legal references (民法第 873 條) and accurately describes the consequences of not clearing a mortgage (抵押權人於債權已屆清償期而未受清優者, 得聲請法院拍賣抵押物)."", ""The content uses natural language and avoids keyword stuffing, making it readable and understandable for the target audience.""], ""actionable_advice"": ""To further improve this content, consider adding a brief summary or introduction to provide context for the legal information, and ensure that the target keyword is used naturally and not excessively throughout the content.""}",85.0,"['The content provides specific legal references (民法第 873 條) and accurately describes the consequences of not clearing a mortgage (抵押權人於債權已屆清償期而未受清優者, 得聲請法院拍賣抵押物).', 'The content uses natural language and avoids keyword stuffing, making it readable and understandable for the target audience.']","To further improve this content, consider adding a brief summary or introduction to provide context for the legal information, and ensure that the target keyword is used naturally and not excessively throughout the content.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,base,1.0,"{
""score"": 80,
""reasons"": [
""The content does not demonstrate genuine first-hand Experience (EEAT) signals. Although it mentions specific laws (民法第 873 條), it does not provide any hard-to-fabricate details or verifiable specifics."",
""The content lacks actionable advice for readers. It only states a legal consequence without offering practical guidance for borrowers."",
""Flagged keyword stuffing: repeated use of the target keyword (二胎房貸風險) without providing informational value.""
],
""actionable_advice"": ""Provide concrete steps for borrowers to mitigate the risks of applying for a second mortgage, and avoid repetitive use of the target keyword for SEO purposes.""
}",80.0,"['The content does not demonstrate genuine first-hand Experience (EEAT) signals. Although it mentions specific laws (民法第 873 條), it does not provide any hard-to-fabricate details or verifiable specifics.', 'The content lacks actionable advice for readers. It only states a legal consequence without offering practical guidance for borrowers.', 'Flagged keyword stuffing: repeated use of the target keyword (二胎房貸風險) without providing informational value.']","Provide concrete steps for borrowers to mitigate the risks of applying for a second mortgage, and avoid repetitive use of the target keyword for SEO purposes.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,finetuned,0.1,"{""score"": 95, ""reasons"": [""Specifically cites a real, verifiable Taiwanese law (民法第 873 條) rather than a generic \""mortgage risk factor\"" — this is Expertise, not a generic claim."", ""Correctly frames the specific legal consequence (court-ordered auction) rather than a vague \""risk factor\"" — this is Experience, not a generic claim.""], ""actionable_advice"": ""Add a brief, concrete example of how this specific legal consequence applies in practice (e.g. a real-world scenario where a borrower missed a payment and the lender initiated a court-ordered auction) to make the content more concrete and actionable.""}",95.0,"['Specifically cites a real, verifiable Taiwanese law (民法第 873 條) rather than a generic ""mortgage risk factor"" — this is Expertise, not a generic claim.', 'Correctly frames the specific legal consequence (court-ordered auction) rather than a vague ""risk factor"" — this is Experience, not a generic claim.']","Add a brief, concrete example of how this specific legal consequence applies in practice (e.g. a real-world scenario where a borrower missed a payment and the lender initiated a court-ordered auction) to make the content more concrete and actionable.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,finetuned,0.7,"{""score"": 90, ""reasons"": [""Specifically cites a real, named legal provision (Taiwan's Civil Code Article 873) rather than generic \""check the law\"" advice — verifiable, accurate detail."", ""Immediately conveys a concrete, actionable legal consequence (court-ordered auction) rather than a vague \""thing to consider\""."", ""No unnecessary language or red flags (no guarantees, no \""always check the law\"" boilerplate).""], ""actionable_advice"": ""None needed — this content is accurate, verifiable, and directly actionable as written.""}",90.0,"['Specifically cites a real, named legal provision (Taiwan\'s Civil Code Article 873) rather than generic ""check the law"" advice — verifiable, accurate detail.', 'Immediately conveys a concrete, actionable legal consequence (court-ordered auction) rather than a vague ""thing to consider"".', 'No unnecessary language or red flags (no guarantees, no ""always check the law"" boilerplate).']","None needed — this content is accurate, verifiable, and directly actionable as written.",True,
20,Mortgage,A-legitimate,二胎房貸風險,民法第 873 條規定，抵押權人於債權已屆清償期而未受清償者，得聲請法院拍賣抵押物。這是申請二胎前必須明白的法律後果。,finetuned,1.0,"{""score"": 90, ""reasons"": [""A precise, accurately-stated legal fact (Taiwan's Civil Code, a specific article and provision) — independently verifiable, not an asserted claim."", ""Provides real, hard-to-fabricate detail (a specific legal code section, a concrete legal consequence) rather than a vague summary or a generic \""must-read before refinancing\"" without concrete substance.""], ""actionable_advice"": ""Add a concrete, actionable next step (e.g. \""Consult a licensed attorney in Taiwan to confirm and verify application\"" — concrete, specific action advice rather than a generic reference to a source.""]}",,,,False,"Expecting ',' delimiter: line 1 column 606 (char 605)"
